dataset_name	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2316	0.0	0.0	0.06674	0.0	0.00348	0.0	0.0	0.01083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01281	0.0	0.0	0.04216	0.0	0.00554	0.01152	0.0	0.0	0.0	0.0	0.0	0.01648	0.01721	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01337	0.0066	0.0	0.0	0.00022	0.00594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.03192
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae	0.0	0.0	0.0	0.0	0.00571	0.0	0.03413	0.00451	0.0	0.0	0.0	0.0019	0.0	0.72019	0.0	0.07177	0.0	0.01311	0.0	0.00071	0.0	0.03256	0.0	0.0	0.0	0.03609	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02936	0.0	0.0	0.00214	0.0	0.0	0.00802	0.0	0.0	0.00475	0.00581	0.0	0.0	0.0	0.0	0.01843	0.01162	0.00147	0.0045	0.0	0.01175	0.0	0.07904	0.0	0.11629	0.0	0.0	0.0	0.0	0.00089	0.00071	0.00402	0.0	0.0	0.00214	0.0132	0.00676	0.00174	0.0	0.0	0.05872	0.0	0.0	0.0	0.0	0.0	0.0	0.03755	0.0	0.0192	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.06744	0.0	0.0	0.0	0.0	0.04576	0.0	0.0	0.0	0.0	0.06637	0.0	0.01024	0.0	0.0039	0.00053	0.0	0.0	0.00343	0.00118	0.0	0.0	0.00523	0.0	0.0	0.0	0.0	0.00978	0.0	0.0008	0.00502
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	2.63163	2.43185	0.70506	0.56952	1.08704	0.55466	1.06073	0.36133	1.78553	2.95056	0.17792	0.52136	0.0	1.98304	4.49728	4.72765	2.87236	0.89494	0.32665	2.21986	1.9381	1.42091	0.10532	0.0	0.08501	2.6856	0.71889	2.63329	0.4044	2.01546	0.24599	8.56956	0.4343	0.01219	0.01854	0.8962	1.85634	0.61506	0.38564	1.79581	1.18053	0.0032	0.30533	1.27164	0.00659	0.52113	1.46551	3.55136	3.47066	2.7246	1.92422	1.75665	4.43336	1.0813	1.44361	2.40694	16.25822	6.12129	1.36663	0.25503	0.93871	3.5971	0.0	7.17009	2.62304	0.0	0.0	1.13946	2.2012	0.01172	2.10153	4.77537	5.11076	6.17557	0.12376	0.30912	2.60707	0.06007	1.86669	4.29016	1.62423	2.71372	1.80098	0.07837	0.98381	4.23355	1.98402	0.25321	0.1541	0.00643	0.49784	0.0	2.46016	0.7172	0.59388	0.0	0.48687	0.87349	1.71347	1.89515	1.04707	0.22879	0.34888	2.59849	8.33811	2.8868	4.27846	1.89745	4.56477	0.36083	0.85424	4.29635	0.82719	6.43728	0.01249	2.57391	1.49663	2.50537	0.09082	5.20664	5.61016	1.40077	0.20038	2.20707	1.0453
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae	0.34746	0.97999	0.43729	0.41632	2.70718	0.09626	0.00521	0.17596	0.97315	0.11072	0.22993	0.00684	1.30252	0.23252	0.80706	0.31907	4.68645	0.7311	0.20925	0.54294	0.49729	1.39505	0.116	0.3333	0.04	2.54035	0.13767	0.18709	0.0	0.27932	0.45718	0.42909	0.26846	0.50137	0.42287	0.21539	0.57582	0.28989	0.18775	0.08044	0.09045	0.31388	0.23076	0.60022	0.12148	0.05085	0.59948	0.39585	0.54802	0.17176	0.23745	0.81013	0.11928	0.13134	0.0533	0.1212	3.99051	0.4769	0.0	0.05283	0.1769	1.09071	4.5313	1.31871	0.26117	0.39642	0.23148	0.28511	0.33286	0.04119	0.41935	0.51771	0.23068	0.87326	0.25712	0.25997	0.03937	0.36155	0.19127	0.45748	0.03267	0.48337	0.03202	0.09169	0.15417	0.42992	0.32475	0.07017	0.61506	0.36473	0.05181	0.03335	2.276	0.25493	0.15179	0.0	0.06729	0.16997	1.04014	0.029	0.4027	0.13951	0.36308	0.08321	0.81667	0.55178	1.64256	0.45268	0.1784	0.30342	0.7621	3.20251	0.1891	0.80934	0.34526	0.20844	0.81669	0.31002	1.07363	0.179	0.31872	0.84545	0.17948	0.8679	0.86831
k__Bacteria.p__Bacteroidetes.c__Bacteroidetes_unclassified.o__Bacteroidetes_unclassified.f__Bacteroidetes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	42.32226	2.0794	38.2163	34.27582	23.45979	31.25997	15.24247	18.31801	18.48506	16.85789	39.63561	25.60268	77.91846	18.0118	35.97392	29.33992	10.17756	7.23781	19.08776	20.3219	22.30209	16.85602	52.65874	32.44028	23.47656	22.60628	22.42881	45.93702	17.76445	3.18314	4.98454	8.09911	16.9803	27.02615	12.15184	11.47473	13.41003	10.55446	43.28821	22.44416	19.0388	42.70193	19.65814	0.0713	52.68834	6.2756	11.12626	16.98111	7.9056	16.93236	17.67284	23.76531	9.65634	37.03066	22.39679	4.58588	6.45424	24.92974	43.87597	36.85429	7.65393	7.92248	5.58739	11.86824	15.04725	9.7874	44.53503	16.80547	31.84178	14.30329	26.56997	31.48172	26.73604	25.39533	47.01902	32.6465	37.66095	25.92816	8.70695	22.02943	22.18061	4.83657	27.50338	17.36485	22.17397	42.60575	3.73197	39.90074	27.82354	13.1614	54.54219	61.65714	9.52376	16.77463	26.61765	58.36019	18.38184	11.80034	20.64787	14.13778	35.89422	7.27313	41.79702	9.00811	4.55925	3.20364	7.98264	37.75843	14.65548	38.26537	30.54684	16.47218	25.41015	8.98805	83.23284	17.14521	18.76664	27.30138	29.17841	9.05586	40.02929	20.72894	36.9342	21.18075	38.57395
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	0.32317	0.40267	0.00054	1.91864	1.29115	3.47529	2.76502	0.13214	0.01476	1.03904	0.16527	1.22384	0.98794	0.38228	0.57048	2.53909	0.89425	0.20405	0.84214	1.1765	7.13986	1.90683	2.77313	0.0	2.32611	7.90164	7.20467	0.0	2.02939	0.06235	0.0	0.51404	0.98888	3.90883	0.95627	0.50621	0.53095	0.32795	0.40863	0.00731	0.49602	0.03718	0.59494	0.0	2.92295	0.12949	0.17131	1.40862	0.0	2.20909	0.54945	5.93549	0.49521	2.85703	1.78146	0.22652	3.60141	0.60318	0.88616	2.90832	1.03172	0.71275	1.01447	2.0076	0.8011	1.57813	0.0	2.99554	2.32023	0.64374	1.1327	1.21697	0.36035	0.41382	0.07473	0.30271	1.0351	1.36734	3.7486	2.54002	1.923	0.32231	0.47462	0.10981	0.0	1.3129	0.11063	2.21514	0.09512	0.00889	0.05002	0.0	0.39311	0.22056	0.70206	0.8987	4.51746	0.80146	1.76585	0.19688	0.0	0.74486	0.00541	0.0	0.0	0.01238	1.74363	4.79569	0.00339	2.3399	0.0	0.68619	3.81904	0.40145	1.24738	0.53213	2.81371	0.43526	0.24103	0.0	0.00082	0.42439	1.03693	0.81083	0.94706
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.8249	0.07496	1.03173	0.51488	1.66117	0.45977	0.78243	0.72139	0.0	0.51769	0.0	0.94523	0.0	0.90502	0.73014	2.46993	0.28087	0.23176	0.3784	0.24187	0.45292	0.3034	0.50714	0.0	0.28472	2.1666	1.24165	0.0	0.8386	0.05705	0.18163	0.03967	0.55424	0.81749	1.0662	0.44608	0.53535	0.43238	0.42495	0.3945	0.16054	0.55733	0.48165	0.0	0.0	0.17557	0.56063	1.01559	0.0	0.3447	0.36385	1.30321	0.4809	0.5076	0.66859	0.0	0.00559	0.01551	0.19404	1.10779	0.44732	0.56969	0.0161	0.44553	0.50656	0.80638	1.59319	1.48023	0.90195	0.59211	0.53759	0.48347	1.14819	0.0552	1.53331	0.8982	2.70436	0.90167	0.69785	0.46873	0.97466	0.25985	0.48947	0.74176	0.9067	0.31516	0.16388	0.5711	0.81309	0.05522	0.20717	0.0	0.31391	0.36669	0.36074	0.0	1.0418	0.55633	0.2728	2.42611	0.49503	0.63575	0.0	0.12823	0.06596	0.36155	0.63266	0.77385	0.89059	0.50663	0.4523	0.35757	0.93951	0.59738	0.0	0.16262	1.43771	0.15217	0.65032	0.9063	0.25747	0.58238	0.80304	0.0	0.78365
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.25873	0.0	0.12365	0.0	0.0	0.02757	0.0	0.0	0.0	0.10339	0.0	0.83426	0.0	0.08758	0.0	0.07499	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05423	0.00244	0.0	0.0	0.0	0.84487	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04927	0.0	0.12881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21351	0.0	0.0	0.0	0.0	0.0	0.19714	0.0	0.0	0.02518	0.0	0.02532	0.0	0.0	0.0	0.0	0.0081	0.38676	1.5637	0.00833	0.0	0.00033	0.0	0.00918	0.0	14.9644	0.0	0.00825	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.01388	0.0	0.0	0.0	0.0	0.0	0.0	0.19975	0.0	8.11173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
