dataset_name	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	46.63464	55.19339	51.67567	52.99793	35.43189	61.13767	24.26572	11.38936	19.11803	37.97564	64.59708	58.8918	11.35334	16.33196	12.82177	62.30383	82.49605	73.36069	41.40676	62.04987	50.4308	46.01448	72.17523	63.12024	12.81086	16.11421	7.87386	12.0253	13.66523	28.8027	83.28686	53.79078	88.17202	69.77827	65.25584	15.62613	64.46722	54.02119	64.2866	14.1595	9.70855	32.96441	40.69732	50.60697	59.23407	49.5473	53.31753	43.92646	50.39826	32.10251	55.08059	72.57807	70.84001	81.94141	5.74852	28.74376	92.39477	48.75799	42.28671	67.49503	45.41183	35.21105	48.45542	17.43392	12.90542	38.76099	70.76286	68.46671	68.95641	54.5584	60.6473	59.84682
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	3.31331	3.33188	5.25355	1.4434	1.29301	2.29642	0.0	0.0	0.0	3.99586	2.07334	2.50802	2.15172	1.09464	1.96013	0.84478	1.59928	2.56209	0.0	0.0	0.0	5.12124	2.0522	4.82067	0.69691	0.81496	0.6073	2.29501	3.02245	3.65444	0.0	0.0	0.0	0.0	0.0	0.0	2.82086	2.55997	5.16823	1.7728	1.60449	2.35203	0.0	0.0	0.0	0.77351	0.85049	2.85018	0.75912	2.10627	1.65003	0.64573	0.48827	0.33865	0.0	0.0	0.0	9.05689	1.87102	10.93037	0.0	0.0	0.00042	1.82893	1.45717	1.32526	0.0	0.0	0.0	2.94842	1.37579	2.69957
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	1.54171	1.13874	1.73483	0.90452	1.52468	0.07992	0.0	0.0	0.0	1.06165	0.51771	0.88359	0.84924	1.35584	2.52448	0.37351	0.3329	0.94771	2.49716	0.46954	1.52574	0.28394	0.44916	1.01342	0.60327	0.52018	1.065	0.30366	0.45104	0.71025	0.0	0.0	0.0	0.20297	0.4445	0.10593	1.34332	0.38398	0.86192	0.54094	0.3019	0.80194	0.52194	0.42791	0.75616	1.29194	0.97836	1.4832	0.82698	1.08691	0.81916	1.50343	0.83042	0.94377	0.0	0.0	0.0	0.69022	0.47442	0.96152	0.79658	1.08282	1.84416	0.46931	0.57356	1.4261	0.51003	0.5529	0.64632	3.12578	0.62663	1.50701
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.00707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18092	0.07671	0.0699	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.04689	0.32469	0.0718	0.02551	0.06215	0.1071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	1.07939	0.91731	1.33884	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.02329	66.32987	59.60721	54.28414	0.22803	0.02212	0.3047	0.29737	1.87929	0.95423	0.02406	0.0	0.0	14.2935	13.01129	51.55976	0.01558	0.02277	0.11935	0.0	0.0	0.0	0.0	0.0	0.02179	0.0	0.0	0.00048	0.00122	0.0048	0.05043	0.0	0.0	0.0	4.48499	4.62375	7.19848	0.0	0.0	0.0	0.00029	0.0	0.0081	86.92593	67.6709	0.0	0.00104	0.0	0.0	0.0	0.01205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	16.57056	8.358	12.95401	23.65209	14.20198	5.50495	0.0	0.0	0.0	34.0295	11.13689	16.6888	3.97479	4.09822	5.20368	6.89973	1.5863	3.5887	36.12078	8.75627	23.47717	8.26788	7.01224	11.73458	6.8478	8.93839	7.91157	8.11024	9.23075	16.29159	0.0	0.0	0.0	2.35381	6.16814	0.40394	10.19468	12.45334	6.43356	23.96614	14.80799	26.88151	12.65302	7.30875	13.71684	20.13074	16.72435	21.51777	14.78057	25.7094	11.80634	1.87568	1.76201	1.22121	0.0	0.0	0.0	22.51671	16.32563	5.91984	20.41923	21.29977	19.62949	29.55481	38.01316	20.19561	14.32435	12.76314	17.83375	19.62397	18.34545	17.00429
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	5.05478	15.54151	6.80824	4.64715	27.65257	3.21031	53.25324	71.92959	49.64982	3.5933	12.0607	3.95034	3.21412	5.30827	4.44588	3.16606	6.91703	7.22289	8.02162	8.52638	5.98457	5.02875	7.15417	4.05848	2.57304	4.52735	1.80275	2.79011	3.17061	1.63562	2.70606	30.70179	3.12656	2.56343	5.87569	6.94777	3.38865	19.75122	7.27844	4.89946	3.48276	4.89394	1.86255	1.88184	2.46592	6.35112	7.68087	4.76423	5.01721	8.37086	2.59584	4.67204	11.16475	4.67616	0.0	0.0	0.0	4.76517	29.11059	3.7061	5.48756	9.76343	6.85476	19.09306	15.25999	11.43125	3.53952	2.72703	2.14815	7.49247	8.67295	4.00298
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.0	0.0	0.00321	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0005	0.0	0.0	0.0	0.00132	0.0	0.00037	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.00093	0.00057	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.01402	0.00041	0.00429	0.01684	0.0	0.00611	0.0	0.0	0.00744	0.0	0.0	0.0	0.00325	0.0	0.00696	0.00222	0.0	0.00164	0.0	0.0	0.0	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.20189	0.31629	0.08751	0.0	0.0	0.0	0.00072	0.0	0.00207	0.0	0.00407	0.0	0.00187	0.0	0.02491	0.01874	0.00083	0.00994	0.01624	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	0.05719	0.00341	0.04098	0.0178	0.00045	0.02415	0.00395	0.0	0.00335	0.11683	0.01117	0.02841	0.00012	0.0	0.11925	0.2142	0.0	0.36125	0.02512	0.0	0.01682	0.03687	0.09392	0.01885	0.12695	0.23835	0.07534	0.0	0.0	0.0	0.04111	0.07835	0.20489	0.01219	0.0	0.04566	0.00042	0.00155	0.31906	0.09243	0.24568	0.09187	0.26478	0.38579	0.26468	0.05127	0.02223	0.07006	0.01914	0.04057	0.07202	0.0574	0.06333	0.01416	0.02888	0.03954	0.00369	0.15853	0.0439	0.10973	0.08451	0.23838	0.06529	0.00119	0.05979	0.01735	0.0	0.0259	0.0	0.0988	0.11596	0.05684
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00431	0.0	0.00701	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.01104	0.03665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00275	0.01279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.0	0.0	0.0	0.00024	0.01808	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.01082	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.00078	0.00694	0.00183	0.004	0.00083	0.0	0.0	0.0057	0.00155	0.00241	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0219	0.00247	0.0	0.0	0.00144	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	0.28589	0.0456	0.38668	0.29221	3.88016	0.10957	0.22733	3.00118	1.53507	0.0206	0.00775	0.0	0.02487	0.12501	0.02226	0.01945	0.1568	0.25404	0.01883	0.0	0.03139	0.04086	0.26432	0.06125	4.41698	9.61937	3.61718	56.77464	56.0464	30.83624	0.12875	0.01148	0.03037	0.29365	0.11756	0.06807	0.1816	0.00334	0.10633	0.05361	0.08442	0.04628	0.03085	0.00933	0.027	0.09187	0.21272	0.00494	0.61832	1.29531	0.17714	0.0	0.08883	0.0	0.00265	0.00201	0.07392	0.06445	0.09726	0.00913	0.08358	0.07064	0.05731	0.35226	1.11331	0.26075	0.34355	0.19974	0.04957	0.09989	0.12727	0.26427
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00168	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified	0.23876	0.94702	0.29423	0.11156	0.12267	0.15541	1.76969	0.0	0.49721	0.25392	0.13528	0.09161	0.12301	0.21475	0.1071	0.07223	0.09408	0.14108	0.17396	0.13396	0.20293	0.14374	0.12691	0.12814	0.24331	1.91495	0.06561	1.88254	1.30072	0.36167	0.06513	0.04037	1.62049	0.67195	0.86921	4.56496	0.61121	1.29765	0.60148	1.10716	2.25611	0.312	6.89684	2.35885	0.01401	0.07379	0.06274	0.3148	0.20477	0.31172	0.07099	0.19882	3.28326	0.18082	0.0067	0.0	0.0	2.20818	0.73258	0.0091	0.5261	0.56081	0.16822	0.20839	0.31031	0.08098	0.01458	0.02311	0.02405	0.14178	0.07768	0.82232
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	0.53379	0.44339	7.81938	0.15119	0.0	0.36385	4.90082	0.0	14.34465	0.40293	0.34014	0.56563	0.33367	0.10571	1.26443	3.18918	0.14466	0.80902	0.30297	0.39674	2.80513	0.17776	0.00713	0.14591	2.34365	1.03067	1.02598	0.04653	0.11153	0.78423	0.05963	0.0	0.35018	0.14796	0.06696	0.17204	1.49095	0.0	1.75265	28.28287	35.02471	20.17141	1.65791	1.63474	2.73382	0.80124	0.67927	9.02049	1.67701	1.02147	7.13355	1.78397	0.72049	0.40944	0.0784	0.0	0.0042	0.13225	0.0088	0.03125	1.35838	0.64131	0.79301	2.08487	1.1251	0.99752	0.0243	0.05051	0.01233	0.00371	0.0	3.19968
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	7.16591	2.14774	4.40595	5.4159	4.13525	12.30878	6.47208	8.7378	9.61336	6.24975	1.9959	4.23462	4.44809	1.38387	4.71404	10.69955	1.18199	4.56138	3.22089	4.08198	2.96751	4.37664	2.53824	3.86265	6.58993	2.67448	2.59098	0.18572	0.21054	1.86267	2.71522	9.60794	1.48688	1.94889	5.98023	0.97967	6.1624	2.1132	5.04672	0.93633	2.13727	0.84248	21.21619	23.23549	7.60213	3.56722	2.42747	0.96108	15.24394	13.63216	8.13988	4.49558	1.0643	1.34677	3.36213	0.30836	3.22904	4.05845	1.10633	1.9682	5.48113	5.59974	8.40704	8.22437	5.5628	6.57002	2.78085	6.23129	2.91523	2.64204	1.6633	1.54688
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae	6.15871	0.01018	1.66844	1.68339	0.0	0.73207	0.83937	0.0	1.20102	1.61928	0.00349	0.7198	1.43266	1.83865	2.14793	1.16187	0.0	0.0	0.0	0.0	0.0	0.04487	0.0	0.24622	16.38298	5.45345	10.06283	0.00504	0.00762	0.04092	0.0	0.0	0.0	5.58347	0.05624	1.01205	1.4267	0.0	0.29861	8.56345	7.05833	1.68882	4.14328	2.08278	2.63132	2.91078	2.23711	0.63568	3.11666	5.97914	2.95467	1.34722	0.91009	2.2558	0.0	0.0	0.0	0.37402	0.0168	0.03308	0.54234	0.3305	1.21321	1.71086	1.43649	1.73343	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0004	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.00142	0.01735	0.0	0.00461	0.00885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.00028	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	5.12173	11.00973	4.17228	2.04687	9.79604	2.44069	6.31612	3.31998	3.11846	3.80505	2.51121	4.56432	2.05282	4.73757	4.24196	2.80468	1.29589	4.07524	3.02569	10.45299	3.30622	8.91602	4.84006	5.08112	7.79138	6.26615	3.0386	3.85034	3.12316	4.24283	7.29831	2.53168	2.69593	5.30771	9.93533	10.53369	4.73808	1.45101	4.21813	7.56061	12.68471	3.91544	7.35678	4.9439	5.12788	7.45048	7.64779	5.89585	4.85129	5.97771	7.36506	8.90713	6.28227	5.65679	2.01976	0.89676	1.16461	3.48409	7.46269	0.13353	9.83471	7.33367	5.39378	9.47008	5.87321	4.2276	2.65239	4.42684	3.18863	6.21551	5.7764	6.83569
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae	0.39368	0.00709	0.03419	0.05619	0.00237	0.06954	0.30817	0.02601	0.55654	0.00894	0.01418	0.08231	0.07699	0.09041	0.0795	0.00591	0.0	0.01708	0.02036	0.07237	0.0351	0.30912	0.11085	0.12981	0.08972	0.08323	0.03756	0.0	0.0	0.01376	0.09549	0.22162	0.04948	0.37371	0.09441	0.22619	0.00748	0.02699	0.01264	0.36052	0.44245	0.32864	0.05231	0.0641	0.07232	0.04513	0.06329	0.01963	0.07585	0.09569	0.04666	0.01333	0.04721	0.02168	0.01776	0.01497	0.01441	0.01371	0.06402	0.0	0.00703	0.05443	0.01201	0.01685	0.01252	0.02123	0.06757	0.14182	0.03257	0.00992	0.16135	0.03312
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified	0.02008	0.00626	0.01635	0.28713	0.12083	0.58719	0.96829	0.0	0.20411	0.29688	0.20637	0.03162	0.54152	0.8391	1.37177	0.57454	0.0	0.52294	0.22221	0.51344	0.31988	1.29933	0.01991	0.28843	2.24911	3.12824	0.69297	0.93069	0.54232	0.27322	0.00372	0.0	0.0	0.26174	0.0001	0.75753	0.17056	0.00133	0.12583	3.64399	5.00974	0.75975	0.19077	0.12573	0.13266	0.27665	0.32966	0.034	0.12419	0.39481	0.41816	0.59091	0.2258	0.23861	7e-05	0.0	0.05175	0.0	0.0	0.0	0.28352	0.82163	0.21563	0.23121	0.69916	0.40207	0.01119	0.0533	0.01277	0.593	0.00861	0.33007
