dataset_name	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019	GhensiP_2019
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_odontolyticus	0	0.05556	0.02005	0	0	0	0.03917	0.66723	0.20812	2.16252	0	0.00765	0	0	0.70574	0	0	0	0	0.07114	0	4.79193	0	0.20616	5.00387	0	0	0	0	0	0.03579	0.00478	0.00032	33.78987	0.22054	0.15354	0	0	0	0	0	0.3932	0	0	0.11848	1.29804	0	0	0	0	0.00044	1.3248	0	0	0.02587	0	0	0.01711	16.70221	0.00345	0.81859	1.28955	0.69984	0	1.34686	0	0	0.01113	0.09158
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	0.32314	0.70212	1.02544	0	0	0	8.3809	0.50245	2.10516	0.1691	0.3534	1.17277	0	0	3.16233	0	0.71843	0	0	16.74271	0.04909	13.31423	0	1.8076	3.28918	0	0	0.00357	0.01337	0	2.48259	0.71945	0.11416	0	0	0.04115	0	2.48906	0	0	0.36754	12.60986	0.06091	0	6.74182	4.22929	1.19712	0	0	0	0.02525	0.56176	0.16305	0	2.2012	0.8857	0.02073	16.51415	13.81514	10.81338	0.17223	0	0.34121	0	0.18006	0	0.7287	0.03546	0.01931
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_HMSC035G02	0	0	0	0	0	0	0	0.00192	0.00042	0.00755	0	0	0	0	0	0	0	0	0	0	0	0.03502	0	0	0.01812	0	0	0	0	0	0.01099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02291	0	0	0	0	0	0	0.31653	0	0	0	0	0	0	0	0	0	0.00039
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_HPA0247	0	0	0	0	0	0	0	0	0.03488	0	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04624	0.00039	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_ICM47	0	0	0	0	0	0	0	0.00444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_S6_Spd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_oral_taxon_170	0	0	0	0	0	0	0	0	0	0.12138	0	1.4109	0	0	0	0	0	0	0	18.46604	0	0.09456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11193	0	0	0	0	0	0	0	0	0	0	0.03201	0	0	0	0	0	0	0.06751	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_oral_taxon_180	0.01164	0.13376	0.01435	0.0	0	0.74471	8.87802	0.50281	0.22713	0.0	0.02382	0.11071	0	0	0.0	0	0.0	0	0	0.5394	0.0	0.32407	0.30264	0.0	1.15531	0	0	0.0	0.82171	0	0.89143	1.7033	1.42581	0	0.0	0.11661	0.0	0	0.08316	0	0.05283	0.0	0.1406	17.36943	0.01769	0.0	0.94799	0	0.0	0.0	0.0	0.39798	0.0	0	0.56088	0.0	0.01112	0.00434	0.0	0.8264	0.05063	7.72072	0.0	0.0	0.05856	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_oral_taxon_181	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.00089	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_oral_taxon_414	0.10729	0.0	0.0	0.0	0	0.0	0.72289	0.01381	0.03178	0.0	0.11155	1.20701	0	0	0.0	0	0.0	0	0	0.02867	0.0	0.12246	0.0	0.0	0.21162	0	0	0.06003	0.29845	0	12.43959	0.0	0.18368	0	0.0	0.5163	0.0	0	0.0	0	0.30249	0.0	0.0	0.0	0.0	0.21464	0.10766	0	0.0	1.56169	0.35792	0.0	0.0	0	0.00076	0.099	0.00105	0.00278	0.0	0.01092	0.02029	0.0	0.01821	0.0	0.14337	0	0.13811	0.0	0.00931
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_oral_taxon_448	0.0	0.2699	0.0	0.0	0	0.0	0.0	0.0	0.02822	0.0	0.0	0.02655	0	0	0.0	0	0.0	0	0	10.77175	0.0	0.5051	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.00477	0.0	0.0	0.05011	0.16854	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.03483	0.0	1.8934	0.47756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	7.04755	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_oral_taxon_897	0.0499	0.2482	0.0	0.0	0	0.0	0.0	0.0	0.04794	0.0	1.00059	0.0355	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.13943	0	0	0.0	2.94368	0	0.0112	0.0	0.0202	0	0.0	3.92889	0.0	0	0.0	0	0.11897	0.0	0.0	0.0	0.01897	0.00991	0.14203	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0165	0.0	0.16781	0.0	1.20599	0.0	0.0	0.0	0.0041	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_turicensis	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.08676
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_viscosus	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.35106	0.0	0.08128	0.0	0	0	0.0	0.00585	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.12732	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.07026	0.0	0.0	0.0	0.0	3.52967	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Alloscardovia.s__Alloscardovia_omnicolens	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.19257	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.01349
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_dentium	10.70491	10.61875	0.0	0.0	0	0.0	0.0	0.01103	0.00202	0.0	1.155	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.58217	0.07619	0.0	0	0.0	0.00319	0.0	0	2.37007	0	0.00352	0.0	0.0	0.0	0.0	0.0	0.12277	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00726	0.0	0.0	0.0	1.14098	0.0	0.0	0.0	0.0	0	0.0	0.02493	0.12266
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_longum	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00364	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.00535	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00194
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_scardovii	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	1.50662	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Parascardovia.s__Parascardovia_denticolens	0.0	0.0	0.0	0.0	0	16.18712	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.02424	6.63233	0.0	0	0.0	0.0	0.0	0	66.11141	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.29909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.07426	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__Scardovia_wiggsiae	11.76161	16.65892	0.0	0.0	0	0.0	0.0	0.13148	0.01212	0.0	0.23752	0.0	0	0	0.0	0	0.0	0	0	0.0006	0.0	0.0009	0.0	0.0	0.0	0	0	0.0	0.04571	0	0.12914	37.52849	0.0	0	0.0	0.04263	0.01811	0	0.0	0	0.0	0.0	0.0	26.97836	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.11843	0.07069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.26994	0	0.0	0	0	2.76818	0	10.44499	0	0	0.0817	0.0	0.2284	0.0	0	0.0	0	0	0	0.0	0	0.45603	0.0	0.0	0	4.80854	0	0	0	0	0	0.0	12.2805	0	0	0.53731	1.21234	0.0	0	0.0	0	0.12734	0	1.95654	0	0.33285	0.42163	0.0	0.00336	0.0	0.0	0	0	0.0	7.52197	0.0	0	0	0.0	0.00717
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	0.0	0.16255	0.0	0.0	0.0	0.0	14.76244	0.08671	0.57248	0.00659	0.0	6.72761	0.0	0.0	8.42164	0	0.0	0	0.0	16.03874	0.3022	5.37254	0.64922	0.0	0.01325	0	0.0	0.0	0.48003	0.0	16.41875	0.23939	1.90964	0.0	0.0	0.0	0.0	0	0	0	0.30377	6.06868	0.0	0	4.90122	2.26098	2.31911	0	8.79185	0.0	21.72823	0.0	0.0	0.0	7.66951	13.08669	0.00297	42.47262	0.00874	1.41894	0.0	0.0	0.08428	0.0	0.18614	0	0.0	1.3937	0.00249
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriales_unclassified.g__Lawsonella.s__Lawsonella_clevelandensis	0.0	0.0	0.0	1.88675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.06719
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_aloeverae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	0.0	2.50963	0.0	0.0	2.92832	0.0	0.63256	1.36082	0.0	4.11564	0.0	0.26799	0.0	8.85182	8.628	0	3.19038	0	0.0	0.1306	0.0	1.84972	0.0	0.0	0.0	0	0.16388	0.0	0.05918	0.0	0.10279	0.004	0.00967	23.50301	0.71108	0.0	0.0	0	0	0	0.01038	4.90756	38.30182	0	2.2009	1.67545	0.0	0	0.0	0.0	4.96641	5.13103	0.0	7.29996	1.07168	1.05501	0.0	0.0	0.0	3.57128	0.0	0.0	20.01512	37.01621	0.0	0	0.0	0.0	0.72483
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	0.14534	1.37727	0.00195	0.0	0.0	0.0	2.34424	3.19207	4.4383	0.32259	0.26813	11.44294	0.0	0.06673	21.46449	0	15.1438	0	0.0	9.29554	0.0	0.81401	31.29486	9.21538	1.34397	0	7.634	0.0	0.00966	0.0	2.65031	0.30227	0.00017	0.0	28.69523	0.03861	0.0	0	0	0	0.00841	3.39763	24.36928	0	0.70196	21.44711	0.02563	0	43.14359	0.0	0.0	2.9225	86.75965	0.0	2.30412	0.0	0.00242	11.6378	7.72143	0.08945	1.54944	23.10087	2.98356	46.7846	0.0	0	1.14288	0.00627	0.07378
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	0.0	0.0014	0.02206	0.0	0.0	0.0	0.0	0.03648	1.07476	0.06998	0.00358	0.0	0.0	1.77233	0.0	0	0.27907	0	0.41288	0.04416	0.0	0.0356	0.0	0.00925	0.0	0	37.85767	0.0	0.0	0.0	0.11544	0.00106	0.0	0.0	1.57432	0.0	0.0	0	0	0	0.0	0.70478	0.0	0	0.0	0.0	0.0	0	6.1907	0.0	0.06562	0.0	0.0775	0.0	0.00195	0.0	0.00049	0.04521	8.84817	0.04078	0.00119	2.75032	0.0	0.0	0.003	0	0.0	0.0	0.00279
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	7.12739	0.39294	0.0	0.0	0.0	0.04378	0.00734	0.0	0.03257	0.01462	0.0	0.01372	0.0	2.70062	0.29693	0.0	0.0	0.0	0.0	0.15482	0.29921	0.03119	4.00805	0.0	0.0	0.0	0.0	0.14047	0.0	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.29668	0.0	0.0	0.0	0.0075	0.04071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46586	0.00077	0.06198	2.55285	0.0	0.05725	0.0	0.02369	0.00291	0.40257	0.00351	0.01052	0.0	0.0	0.0	0.0	0.0	0.63777	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02168	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Propionibacterium.s__Propionibacterium_acidifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0754	0.0	0.0	0.0	0.0	0.11825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.27496	0.05847	12.58595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.0	0.02063	2.62498	0.24417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.04237	89.41706	2.26517	0.05589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13448	0.0
