subject	M1-0852	M1-0889	M1-0924	M1-0563	M1-0561	M1-0971	M1-0787	M1-0970	M1-0419	M1-0423	M1-0985	M1-0984	M1-0955	M1-0933	M1-0862	M1-0045	M1-0088	M1-0941	M1-0946	M1-0230	M1-0942	M1-0938	M1-0988	M1-0964	M1-0517	M1-0519	M1-0936	M1-0526	M1-0522	M1-0945	M1-0962	M1-0120	M1-0662	M1-0121	M1-0860	M1-0973	M1-0828	M1-0659	M1-0863	M1-0925	M1-0931	M1-0934	M1-0907	M1-0492	M1-0307	M1-0867	M1-0029	M1-0220	M1-0967	M1-0966	M1-0891	M1-0888	M1-0550	M1-0923	M1-0858	M1-0922	M1-0856	M1-0354	M1-0914	M1-0771	M1-0904	M1-0882	M1-0355	M1-0353	M1-0881	M1-0926	M1-0855	M1-0937	M1-0857	M1-0868	M1-0874	M1-0954	M1-0953	M1-0665	M1-0666	M1-0956	M1-0957	M1-0663	M1-0167	M1-0883	M1-0421	M1-0884	M1-0242	M1-0422	M1-0921	M1-0420	M1-0887	M1-0169	M1-0885	M1-0239	M1-0886	M1-0238	M1-0360	M1-0916	M1-0182	M1-0180	M1-0081	M1-0656	M1-0263	M1-0233	M1-0232	M1-0090	M1-0523	M1-0127	M1-0050	M1-0579	M1-0429	M1-0865	M1-0866	M1-0864	M1-0206	M1-0198	M1-0980	M1-0982	M1-0981	M1-0983	M1-0577	M1-0827	M1-0940	M1-0950	M1-0506	M1-0948	M1-0043	M1-0086	M1-0082	M1-0722	M1-0093	M1-0424	M1-0978	M1-0976	M1-0826	M1-0576	M1-0044	M1-0521	M1-0979	M1-0825	M1-0520	M1-0525	M1-0974	M1-0977	M1-0963	M1-0518	M1-0989	M1-0947	M1-0986	M1-0987	M1-0939	M1-0502	M1-0589	M1-0503	M1-0943	M1-0915	M1-0919	M1-0417	M1-0359	M1-0361	M1-0920	M1-0903	M1-0747	M1-0775	M1-0777	M1-0235
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06255763910236704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__	0.0	0.0	0.0	0.0	0.00033855268726195513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014203872922683586	0.0	0.0	0.0	0.0	0.0027399289099526067	0.0	0.0	0.0023023791250959325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016602302667196017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0	0.0	0.0	0.0	0.09606432501057978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023182871948724945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12261644725190395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.22334585379948e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67244945619537e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.014104824491104e-05	0.0	0.0	0.0	8.797395970792646e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002552485482738817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.765394223605206e-05	0.00025284450063211124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	2.1474895846755144e-05	0.0002954646181119811
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hallella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002454891371056831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011647175796600538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10362002382069514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.008955473719450954	0.0	0.0	0.0	0.0004618743701713134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004928536224741252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007503751875937969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024295432458697764	0.0008149959250203749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903536218194698e-05	0.0	0.0	0.0	0.006407840180927252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018925056775170325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030395136778115504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004665702421499557	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0	0.0	0.00024390243902439024	0.00016423057973394647	0.20736352094794686	0.00016739203213927018	0.0	0.0	0.00016388069485414618	0.0	0.0	0.01095308996936557	0.004133130302371111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007855652387381859	0.0	0.0	0.0	0.0038743406619054285	0.00031744592081991746	0.0	0.0	0.0	0.0	0.0	0.0	0.006273012409654984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023608569910877649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010051169590643274	9.170105456212746e-05	0.00016775708773695687	0.0020847810979847115	0.0007840062720501764	0.001422475106685633	0.0	0.0	0.0	0.0	0.00032876712328767124	0.0017508754377188595	0.0	0.12774493243243265	0.23871756299360666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012708872675923745	0.0	0.0	0.0	0.0	0.0	0.0	0.029364421247743997	8.022462896109105e-05	0.007983193277310924	0.0	0.00030511060259344014	0.004270820248712473	0.0	0.0	0.0002610966057441253	0.0	0.0	0.0	0.00016310552927744252	0.0	0.05139218009478676	0.0	4.110658938627862e-05	0.06936655056378785	0.0	0.0	0.0	0.08386732001507728	0.0	0.0	0.00019423941395193962	0.0	5.178395733001916e-05	7.22334585379948e-05	0.07084072938518642	0.05334392030894719	0.001514004542013626	0.0	0.00022055580061755624	0.0	0.0002888837531777213	0.009618305153386653	0.0011439029970258523	0.0	0.0005337959564956295	0.0	0.0	0.03483196082795459	0.07546290411423241	0.0001097694840834248	0.0003415883859948762	0.0004407757653470107	0.0	0.0	0.00035932446999640676	0.00035189583883170583	0.0	0.0	0.0	0.0	0.0	0.00030395136778115504	0.0	0.0	0.0	0.0	0.0007019335077531746	0.0	0.0	0.0	0.0	0.0003459609064175748	0.0005665722379603399	0.0	0.0002629618267081562	0.0004424778761061947	0.0020606221749534708	0.008458992276572269	0.008131970260223048	0.0007991862830572508	0.00023328512107497783	0.004451038575667655	0.0	0.00175	0.0002791736460078169	0.0017727877086718866
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029094145231127314	0.0	0.0	0.0	0.0	0.0	0.032926625438743105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000292668650309741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008662070956797921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	0.0	0.0013821138211382114	0.007554606667761537	0.017096910706728734	0.00033478406427854036	0.02340142095914741	0.01277003298925189	0.007702392658144871	0.0011756802149815251	0.0	0.0009241669661652206	0.06482488579508376	0.0	0.05930724306907427	0.004989885367498314	0.0	0.0	0.0	0.002714730752113929	0.0	0.0001282051282051282	0.0	0.011332651670074984	0.0079783969559347	0.0	0.0	0.0	0.00018671521262194837	0.0	0.0	0.00044980208708168405	0.0	0.0	0.0	0.08865024215624344	0.00018182644665666622	6.009976561091412e-05	0.0	0.0	0.0	0.0	0.07174054054054055	0.0	0.00035412854866316475	0.0	0.0	0.0002997512064986062	0.009515908647276985	0.0	0.0	0.0012699564586357039	0.0	0.015289961013645223	0.0	0.003019627579265224	0.0	0.0032340258722069783	0.0	0.02869860606770528	0.0038999025024374395	0.0	0.04383651944627555	0.03156164383561644	0.0	0.0009328358208955224	0.03828828828828828	0.012504701015419332	0.0	0.015425531914893618	0.0	0.037682997727392836	0.0	0.0007036590269400884	0.0	0.0	0.0	0.0012232991436905995	0.0	0.0	0.0	0.0	0.030974098824447585	0.001604492579221821	0.0004201680672268908	0.0018335166850018333	0.04155606407322656	0.0	0.0	0.0017188037126160192	0.0031331592689295036	0.03991288291274086	0.0	0.0	0.01892024139618333	0.00011909015124449208	0.0018513033175355448	0.0	0.024335100916676934	0.03565735875789597	0.0008264462809917356	0.0	0.0029595805851513612	0.001601960045231813	0.0	0.0	0.014956434874299348	0.0035276331261548804	0.0	0.041028604449581056	0.0	0.050637023134947896	0.001514004542013626	0.0	0.002426113806793119	0.0013467581607131405	0.0	0.0011136984914447707	0.0	0.00013154433043935807	0.0	0.0029304029304029304	0.06131900703964433	0.02826619185399511	0.06885301470276683	0.007793633369923161	0.0011955593509820667	0.0	0.0	0.0	0.001437297879985627	0.0014955573150347498	0.0009011715229798738	0.0	0.0	0.0	0.0	0.000911854103343465	0.00959023539668701	0.0	0.0	0.0	0.005041158828409164	0.0	0.0	0.0	0.0	0.0	0.0	0.045232936078006485	0.00021913485559013016	0.002654867256637168	0.010037224142515292	0.008091210003677822	0.0	0.0013804126707352513	0.015490132039378523	0.0	0.0	0.0	4.294979169351029e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007112375533428165	0.0	0.0	0.0013123359580052493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010052271813429835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004201680672268908	0.0	0.0	0.0	0.0003181673560292714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.580246101204185e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.631344942571323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015197568389057752	0.0	0.0	0.0	0.00030478512648582747	0.0	0.0	0.0	0.0	0.0	0.0	0.0005665722379603399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Planobacterium	0.0020591538749532012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001537042729787888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__;f__Chloroplast;g__Streptophyta	0.0	0.0	0.0	0.00016423057973394647	0.0	0.0	0.0	0.0	0.0	0.0	0.0001597571691029635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.558401835213153e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016042351808775166	0.0	0.0	0.0	0.0	0.0	4.5456611664166555e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005798221878623889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015007503751875938	0.0001166044776119403	0.0	0.00188040616773223	0.0	0.00024177949709864604	0.00047709923664122136	5.2851329210929655e-05	0.0019825535289452814	0.0	0.0	0.0002353494939985879	0.06550218340611354	0.0	0.0	0.0	0.0	0.002241238793806031	4.877810838495683e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030427506465845124	0.0	0.0003572704537334762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7748487707419947e-05	0.0	0.0	0.0002889338341519792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010124531740407007	0.0	0.00013154433043935807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.007052412245552e-05	0.0	0.0	0.00035932446999640676	0.0006158177179554853	0.0	0.00013296104241457252	0.0	0.0	0.0	0.0	0.0	0.0006837606837606838	0.0	0.00030478512648582747	0.0	0.00016975046681378373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007945711463299403	0.0
k__Bacteria;p__Firmicutes;c__;o__;f__;g__	0.0	0.0	0.0005691056910569106	0.0	0.0002539145154464664	0.0	0.0	0.00021283388315419816	0.003031792854801705	8.397715821296607e-05	0.0	0.003131899163115469	0.0015227322166630412	0.0	0.0	0.0	0.0	0.00011142682043567887	0.0	0.0	0.0	0.0	8.711560240439062e-05	0.0	0.00012274456855284154	0.0	0.0	0.0	4.667880315548709e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003181962816491659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029848927875243663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007108671171171171	0.0	0.0	0.0	0.0	0.061624649859943974	0.0	0.0016083634901487736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005316813813960294	0.0	0.0033613445378151263	0.0022002200220022	0.005003813882532417	0.0	0.0	0.0	0.0	0.01633445386108612	0.0	0.0	0.0	5.954507562224604e-05	0.01940165876777251	0.0	4.110658938627862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7748487707419947e-05	0.0	0.0	0.0005056342097659636	0.0	0.0018767820406395497	0.0	0.0	0.01279223643581826	0.0011543641377541203	0.0	0.04130808950086058	0.0	0.0	0.0	0.00750915750915751	0.0018988514264542424	0.00011128421989761852	0.0008050506334477352	0.0	0.0	0.0	0.0	0.0	0.0	8.797395970792646e-05	0.0	0.00013296104241457252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002594706798131811	0.0	0.0008125677139761647	4.382697111802603e-05	0.0	0.0016617920765753791	0.01287237955130563	0.0	0.0	0.0005132272663649511	0.0	0.0	0.0	0.002512562814070352	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0284339457567804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI;g__Gemella	0.0019655559715462375	0.0003890672113607626	0.0004065040650406504	0.0	0.0	0.0004184800803481754	0.0	0.0	0.0	0.0002519314746388982	0.0008786644300662992	3.422840615426743e-05	5.438329345225147e-05	0.0002498750624687656	3.3563804792911326e-05	0.005394470667565745	0.05631536604987933	0.0008914145634854309	0.0005735041101127892	8.900756564307967e-05	0.0	0.0011538461538461537	0.0005226936144263438	0.0005964553510565781	0.0004909782742113662	0.0002658513890735079	0.0008310646224387447	0.0045505200594353635	0.000513466834710358	0.004716339395038774	0.0002406352771316275	0.0	0.0023293733985557887	0.005269629369401019	0.0012769761205465458	0.0002632133080648558	0.0	0.00012019953122182824	0.0006027000964320154	6.069802731411229e-05	0.0	0.0	0.00017297297297297297	0.012354394634662902	0.00017706427433158238	0.002512562814070352	0.0	0.00011990048259944246	0.00024399765762248682	0.001224889759921607	0.00521181344380596	0.0	0.01357566765578635	0.0004873294346978557	0.0002751031636863824	0.0	0.0	0.0015680125441003528	0.0007112375533428165	0.0005856858381164344	0.0	0.05905511811023622	0.0006591957811470006	0.019835616438356164	0.0007503751875937969	0.0008162313432835821	0.0	0.0	0.04027051952044267	4.8355899419729206e-05	0.0	0.0	0.003568596352101507	0.00010052271813429835	0.001394700139470014	0.00031379932533145055	0.000363901018922853	0.00018819986826009222	0.0	0.0008791760864104496	0.0	0.00020374898125509371	0.0	0.0005615724027276374	0.0004201680672268908	0.0018335166850018336	9.153318077803204e-05	0.0	0.0012726694241170856	0.00011458691417440129	0.0	0.00014203872922683586	0.0006412311638345624	0.0030427506465845124	0.0	5.954507562224604e-05	7.40521327014218e-05	0.0001316049220240837	0.00012331976815883587	0.00011807072436389397	0.00016528925619834712	0.0002697841726618705	0.0	0.0024500565397663023	0.0	9.446438692612885e-05	5.5496975414839894e-05	0.0002519737947253486	0.0011392470612604216	0.0002889338341519792	0.0	0.0	0.0	0.0	0.000882223202470225	0.00019239402295902008	0.0017333025190663276	0.0012149438088488408	0.004804392587508579	0.0	0.00033362247280976844	0.0003663003663003663	4.631344942571323e-05	0.00033385265969285556	8.474217194186687e-05	0.0	0.0006831767719897524	4.007052412245552e-05	0.008311461067366578	0.00029231218941829873	0.0	0.0	0.0	0.0	0.009655674986336309	0.0002181976871045167	0.0	0.0	0.0005812263876780006	0.0020512820512820513	0.0007159904534606205	0.0015239256324291375	0.013336736647310318	0.0006790018672551349	0.00010375596596804317	0.0	0.0012991230919129587	0.0001729804532087874	0.04277620396600566	0.00018057060310581438	0.0010956742779506508	6.321112515802781e-05	6.647168306301516e-05	9.194556822361162e-05	0.0008131970260223048	0.00014530659691950015	4.6657024214995566e-05	0.0019782393669634025	0.000787146362920776	0.00025	6.442468754026543e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.987858455148175e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016666666666666668	0.0	0.0	0.0	0.0	0.0	0.001300148588410104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011439796625837762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
