dataset_name	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia	0.00785	0	0.00029	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0.0	0.00096	0.00235	0	0.00375	0.00319	0.00198	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0.00711	0.01358	0.01843	0	0	0.00087	0	0.0	0	0.0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Propionibacterium	0.0	0.0	0.0	0.0	0.0	0.02015	0.0	0.02168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.01423	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella	0.02126	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.00313	0.0066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.00288	0.00254	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.00018	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.00018	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella	0.61829	0.0	0.23833	0.42606	0.0	0.47523	0.2249	0.0	0.0	0.0	0.0	0.0	0.7799	0.27668	0.82076	0.0002	0.0	0.14945	0.60716	0.0	0.20222	1.14638	0.0	0.25522	0.54117	0.0112	0.30149	0.0049	0.0755	0.28318	0.48329	0.0	0.31297	0.98842	0.00038	2.24004	0.05817	0.0	0.14055	1.03599	1.73083	1.18519	0.0	0.0	0.0	0.33165	0.32937	0.0308	0.10541	0.14445	0.05347	0.41696	0.018	0.1354	0.0	0.0	0.0	1.15809	0.18625	0.34802	0.96655	2.29041	0.6237	0.28976	0.23187	0.23962	0.0	0.0	0.0	0.15025	0.0	0.13812
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma	0.00799	0.00396	0.00498	0.00132	0.0	0.00343	0.0	0.0	0.0	0.02974	0.24309	0.02519	0.00629	0.00471	0.00822	0.0	0.0	0.00064	0.00199	0.0	0.00097	0.00946	0.0	0.00126	0.0053	0.0	0.00203	2.32	1.23439	0.02987	0.00124	0.0	0.00149	0.00501	0.0	0.01172	0.0	0.0	0.00024	0.00898	0.01	0.00655	0.0	0.0	0.0	0.00346	0.00157	0.0	0.00011	0.0003	0.00012	0.00338	0.00053	0.00131	0.0	0.0	0.0	0.00281	0.0	0.00234	0.00772	0.01254	0.00939	0.00229	0.00284	0.00483	0.00011	0.0	0.0001	0.00098	0.02711	0.00747
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia	0.03916	0.00854	0.02183	0.01282	0.00071	0.05123	0.01605	0.0	0.0075	0.00615	0.00826	0.01658	0.0	0.01208	0.0	0.0087	0.0	0.01357	0.0	0.0	0.0	0.02201	0.00859	0.00822	0.00821	0.00773	0.00213	0.06468	0.05117	0.04437	0.00851	0.00137	0.00872	0.00965	0.00284	0.0167	0.01051	0.00627	0.00584	0.00313	0.00295	0.00123	0.02651	0.01114	0.00692	0.26708	0.20854	0.00249	0.01605	0.06453	0.08993	0.05807	0.30684	0.03178	0.0	0.0	0.0	0.0	0.0	0.0	0.18006	0.24665	0.0492	0.10483	0.12615	0.15988	0.02852	0.02459	0.02804	0.00242	0.00112	0.00722
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.07794	0.02232	0.06332	0.01312	0.00458	0.05006	0.01864	0.0	0.0099	0.01152	0.01629	0.02807	0.0	0.0113	0.0	0.01798	0.0	0.02267	0.0	0.0	0.0	0.01879	0.00803	0.00749	0.01136	0.00844	0.00276	0.07971	0.04815	0.03925	0.00692	0.00173	0.00724	0.0206	0.00671	0.0333	0.02283	0.01732	0.01079	0.00446	0.00557	0.00201	0.02772	0.01442	0.006	0.18524	0.14158	0.00603	0.02004	0.0712	0.1056	0.16089	0.78687	0.08243	0.0	0.0	0.0	0.0	0.0	0.0	0.24847	0.31841	0.0631	0.11658	0.14084	0.17512	0.02876	0.03304	0.03136	0.00529	0.00314	0.01197
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Denitrobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.0284	0.03079	0.00551	0.0077	0.02506	0.02267	0.03017	0.00177	0.04754	0.0	0.0009	0.0	0.0	0.0	0.0	0.00188	0.0	0.00917	0.02921	0.04512	0.01847	0.00756	0.00538	0.00254	0.0	0.0	0.0	0.00227	0.00103	0.0	0.0	0.0	0.0	0.04785	0.02632	0.56429	0.01586	0.0	0.0012	0.0	0.01197	0.0013	0.02506	0.01284	0.0025	0.0	0.0	0.00366	0.0	0.0	0.00036	0.00967	0.08324	0.00108	0.02931	0.00039	0.04367	0.06112	0.07654	0.00699	0.0123	0.04418	0.00521	0.0	0.0	0.0	0.09865	0.13026	0.0833	0.0	0.00691	0.00034
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.00127	0.0	0.00187	0.0	0.0	0.00222	0.0	0.0	0.0003	0.0	0.00015	0.00066	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.00157	0.00026	0.00024	0.00034	0.0	0.0	0.00191	0.0017	0.00227	0.0	0.0	0.0	0.00132	0.00031	0.00654	0.00195	0.00088	0.00166	7e-05	0.00143	0.0	0.00158	0.00046	0.0	0.01293	0.01122	0.0	0.0007	0.00282	0.00343	0.0038	0.02024	0.00242	0.00689	0.0	0.0	0.0	0.0	0.0	0.00982	0.01487	0.00356	0.00431	0.00803	0.00954	0.00225	0.00289	0.00207	0.0	0.0	0.00063
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.00748	0.00158	0.00249	0.01444	0.00202	0.02321	0.06203	0.0	0.03606	0.00114	0.00137	0.00028	0.0	0.0	0.0	0.00906	0.0	0.01583	0.01305	0.01001	0.0202	0.07169	0.00583	0.01922	0.00987	0.00361	0.00384	0.00246	0.0009	0.00099	0.0	0.0	0.0	0.0606	0.01166	0.36605	0.02257	0.00147	0.01283	0.00803	0.03221	0.00163	0.00734	0.01071	0.00641	0.00351	0.00137	0.00868	0.01743	0.02507	0.00635	0.05946	0.04441	0.01614	0.00631	0.0	0.00717	0.04518	0.02071	0.00175	0.10311	0.17477	0.02611	0.07305	0.05312	0.06596	0.01765	0.02371	0.01537	0.0004	0.00196	0.02439
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18863	0.01481	0.35154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1615	0.00506	0.04349	0.0	0.01134	0.06754	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.00052	0.0021	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	46.63464	55.19339	51.67567	52.99793	35.43189	61.13767	24.26572	11.38936	19.11803	37.97564	64.59708	58.8918	11.35334	16.33196	12.82177	62.30383	82.49605	73.36069	41.40676	62.04987	50.4308	46.01448	72.17523	63.12024	12.81086	16.11421	7.87386	12.0253	13.66523	28.8027	83.28686	53.79078	88.17202	69.77827	65.25584	15.62613	64.46722	54.02119	64.2866	14.1595	9.70855	32.96441	40.69732	50.60697	59.23407	49.5473	53.31753	43.92646	50.39826	32.10251	55.08059	72.57807	70.84001	81.94141	5.74852	28.74376	92.39477	48.75799	42.28671	67.49503	45.41183	35.21105	48.45542	17.43392	12.90542	38.76099	70.76286	68.46671	68.95641	54.5584	60.6473	59.84682
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.96685	0.67445	3.26875	1.4063	0.58537	2.28681	0.0	0.0	0.0	3.95014	1.9847	2.46177	2.13823	1.08211	1.64218	0.84005	1.59437	2.53682	0.0	0.0	0.0	5.12124	2.0522	4.82067	0.69211	0.65806	0.55492	2.16834	2.75409	2.84913	0.0	0.0	0.0	0.0	0.0	0.0	2.82086	2.55997	5.16823	1.5397	1.47196	2.14047	0.0	0.0	0.0	0.74025	0.83932	2.15918	0.66138	1.9985	1.59179	0.0	0.0	0.0	0.0	0.0	0.0	9.05689	1.87102	10.93037	0.0	0.0	0.00042	1.62335	1.07978	0.97941	0.0	0.0	0.0	2.07507	0.6677	1.95396
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	2.34646	2.65742	1.9848	0.0371	0.70764	0.0096	0.0	0.0	0.0	0.04572	0.08863	0.04625	0.01349	0.01252	0.31795	0.00473	0.00491	0.02527	0.0	0.0	0.0	0.0	0.0	0.0	0.0048	0.1569	0.05238	0.12667	0.26836	0.80531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2331	0.13253	0.21156	0.0	0.0	0.0	0.03326	0.01118	0.69101	0.09774	0.10777	0.05824	0.64573	0.48827	0.33865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20559	0.3774	0.34585	0.0	0.0	0.0	0.87335	0.70809	0.74561
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.30455	0.04151	0.16238	0.14314	0.09361	0.01126	0.0	0.0	0.0	0.05519	0.03245	0.15524	0.17232	0.21875	0.35539	0.01493	0.02439	0.08382	0.53103	0.09243	0.40121	0.0	0.0	0.0	0.18101	0.19551	0.16094	0.05251	0.10143	0.11071	0.0	0.0	0.0	0.03357	0.05705	0.05026	0.10195	0.02515	0.04468	0.0	0.0	0.0	0.0	0.0	0.0	0.1226	0.08236	0.03728	0.19047	0.25765	0.13653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02751	0.04657	0.09281	0.0833	0.09145	0.21205	0.0	0.0	0.0	0.27124	0.06504	0.30482
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	1.23716	1.09723	1.57245	0.76138	1.43106	0.06866	0.0	0.0	0.0	1.00646	0.48526	0.72834	0.67693	1.13709	2.1691	0.35859	0.30851	0.86389	1.96612	0.37711	1.12452	0.28394	0.44916	1.01342	0.42225	0.32467	0.90405	0.25115	0.34961	0.59954	0.0	0.0	0.0	0.1694	0.38745	0.05567	1.24137	0.35883	0.81724	0.54094	0.3019	0.80194	0.52194	0.42791	0.75616	1.16934	0.896	1.44592	0.63651	0.82926	0.68263	1.50343	0.83042	0.94377	0.0	0.0	0.0	0.69022	0.47442	0.96152	0.76907	1.03625	1.75134	0.38601	0.48211	1.21405	0.51003	0.5529	0.64632	2.85454	0.56159	1.20219
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.00707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18092	0.07671	0.0699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04689	0.32469	0.06939	0.02551	0.06215	0.1071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	1.07313	0.91731	1.33884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21521	0.77202	0.1104	0.0	0.0	0.0	0.29737	1.87929	0.95423	0.0	0.0	0.0	0.34796	0.78098	0.2966	0.0	0.0	0.01079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48469	4.62375	7.17548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.00626	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.02329	66.11467	58.83519	54.17374	0.22803	0.02212	0.3047	0.0	0.0	0.0	0.02406	0.0	0.0	13.94554	12.23031	51.26316	0.01558	0.02277	0.10856	0.0	0.0	0.0	0.0	0.0	0.02179	0.0	0.0	0.00048	0.00122	0.0048	0.05043	0.0	0.0	0.0	0.0003	0.0	0.023	0.0	0.0	0.0	0.00029	0.0	0.0081	86.92593	67.6709	0.0	0.00104	0.0	0.0	0.0	0.01205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	16.57056	8.358	12.95401	23.65209	14.20198	5.50495	0.0	0.0	0.0	34.0295	11.13689	16.6888	3.97479	4.09822	5.20368	6.89973	1.5863	3.5887	36.12078	8.75627	23.47717	8.26788	7.01224	11.73458	6.8478	8.93839	7.91157	8.11024	9.23075	16.29159	0.0	0.0	0.0	2.35381	6.16814	0.40394	10.19468	12.45334	6.43356	23.96614	14.80799	26.88151	12.65302	7.30875	13.71684	20.13074	16.72435	21.51777	14.78057	25.7094	11.80634	1.87568	1.76201	1.22121	0.0	0.0	0.0	22.51671	16.32563	5.91984	20.41923	21.29977	19.62949	29.55481	38.01316	20.19561	14.32435	12.76314	17.83375	19.62397	18.34545	17.00429
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	5.05478	15.54151	6.80824	4.64715	27.65257	3.21031	53.25324	71.92959	49.64982	3.5933	12.0607	3.95034	3.21412	5.30827	4.44588	3.16606	6.91703	7.22289	8.02162	8.52638	5.98457	5.02875	7.15417	4.05848	2.57304	4.52735	1.80275	2.79011	3.17061	1.63562	2.70606	30.70179	3.12656	2.56343	5.87569	6.94777	3.38865	19.75122	7.27844	4.89946	3.48276	4.89394	1.86255	1.88184	2.46592	6.35112	7.68087	4.76423	5.01721	8.37086	2.59584	4.67204	11.16475	4.67616	0.0	0.0	0.0	4.76517	29.11059	3.7061	5.48756	9.76343	6.85476	19.09306	15.25999	11.43125	3.53952	2.72703	2.14815	7.49247	8.67295	4.00298
