dataset_name	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales	90.18005	53.58867	88.08564	61.40667	30.48403	53.42223	79.17086	64.02573	54.03407	84.42706	86.92231	62.80223	81.42205	63.65104	82.13488	87.31611	57.99938	86.17245	39.4517	70.68323	43.23464	91.49884	67.68917	57.82712	82.67496	68.78474	51.70768	72.87344	43.91568	85.12048	48.31702	13.90859	70.32484	31.65053	84.12021	59.87778	86.31273	32.45604	9.22874	69.94957	27.62876	24.4437	55.52127	47.99005	91.77629	81.8859	61.48208	90.75061	90.70919	64.20777	45.10493	55.53493	94.14768	50.29148	23.94493	64.04101	48.22498	73.0014	97.87318	87.85308	92.46397	37.73086	49.19426	35.31618	92.29831	45.55894	48.28448	77.20601	92.42173	0.99232	91.40274	97.79006	74.13354	82.56425	90.05924	75.13917	34.43482	60.93209	40.14053	34.63026	36.57268	89.47895	80.10412	81.283	16.16399	7.91541	87.28709	97.41351	51.75326	16.99863	26.84926	75.11385	27.7444	90.74427	76.42664	78.795	82.10299	68.24685	59.02753	84.77042	75.01432	91.74366	34.26475	46.11676	46.47189	35.29782	77.81598	59.87273	78.69774	85.05684	58.87446	31.09014	64.61282	48.39085	20.45759	71.36773	38.26373	96.41928	54.87165	27.6867	24.24599	29.42957	37.79375	72.26052	64.82686	73.68194	85.69178	44.03709	76.69705	94.15676	70.71799	66.0466	86.0765	18.1174	59.97317	40.12062	4.53755	49.81593	63.80654	81.96466
k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03294	0.0	0.0	0.0	0.0	0.0	0.01603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Coprothermobacterota.c__Coprothermobacteria.o__Coprothermobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	0.0	0.11869	0.63175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05142	0.0	0.00419	0.02226	0.0	0.07516	0.0029	0.02963	0.0	0.0	0.02332	0.00193	0.0	0.25602	0.0	0.00636	0.00175	0.00081	0.0	0.0	0.04288	0.0	0.01114	0.00954	0.0	0.0	1.13628	0.0	0.0	0.0	0.18679	0.97592	0.0	0.0	0.01453	0.0	0.0304	0.0	0.0	0.0	0.32559	0.0	0.00742	0.0	0.0	0.0011	0.0	0.0344	0.0	0.0	0.0	0.07483	0.0	0.0	0.04645	0.0	0.0508	0.0	0.0	0.0061	0.00284	0.02805	0.07012	0.00582	0.22223	0.06187	0.0	0.0	0.0	0.0	0.0252	0.00148	0.00277	0.0	0.44367	0.0	0.01874	0.11134	0.0	0.06946	0.03732	0.00825	0.11217	0.0	0.01454	0.0	0.03203	0.001	0.0	0.0	0.00079	0.0	0.0	0.0	0.0408	0.00547	0.05164	0.0	0.0	0.00107	0.0	0.0	0.06704	0.00757	0.0	0.0143	0.0	0.00378	0.0	0.04073	0.0	0.06397	0.02375	0.0	0.0	0.0	0.0062	0.0125	0.0	0.11961	0.19447	0.01427	0.0	0.0	0.0	0.0	0.08683	0.01901	0.0	0.00588
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	5.95783	41.09573	2.46877	11.78409	43.00718	41.03752	10.43514	28.43739	25.06801	13.73063	4.82357	7.19609	9.1437	31.5965	10.9305	6.35229	27.28326	9.12123	8.6892	16.98634	42.95774	1.77769	23.8798	6.23365	16.98603	21.21862	41.09796	20.41056	1.26031	6.00509	45.30556	6.82231	25.00214	56.08379	10.77986	8.2505	8.39829	31.94655	80.5349	12.73944	32.52891	61.60041	33.22268	43.6344	1.45127	14.17406	31.99444	3.04933	3.83865	12.82857	36.68803	27.66569	3.12575	46.24808	4.6636	16.35816	45.53189	12.31934	0.35237	4.82632	3.35477	46.36547	4.54465	51.06728	5.85143	31.05058	47.19925	9.66777	4.28983	52.11838	7.74866	0.64813	19.22342	14.53084	3.53483	1.44048	27.07266	8.11401	25.28547	44.69433	45.23849	6.74558	17.28931	6.87064	10.61656	67.65739	9.98654	0.54784	27.78873	54.99523	34.80159	19.34286	69.37029	5.85055	20.05536	11.75746	12.56468	26.68181	23.50495	7.11312	16.59853	6.64041	21.24933	51.60102	14.04952	47.5977	18.81045	18.77743	5.72754	9.5224	19.91382	15.40336	26.86936	21.12741	40.4058	17.57235	25.11083	2.76294	43.05726	48.56637	32.04898	14.94972	50.50719	16.77215	25.10996	14.34406	10.67421	26.68518	18.6926	4.63267	19.8299	27.97844	9.11848	63.66005	29.41634	54.4812	75.1772	33.38697	24.14952	8.71737
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales	0.0	0.0077	6.8474	0.0	0.02354	0.03435	0.02612	0.06983	0.0	0.0	0.0	0.0	0.01243	0.03141	0.01298	0.06606	0.01258	0.52214	0.0	0.04785	0.96997	0.0	0.01074	0.0	0.00159	0.0	0.05463	0.0	0.00953	0.0	0.0	0.0073	0.17152	0.01119	0.0	0.00238	0.01528	0.0049	0.1659	0.0	0.42791	0.03291	0.0	0.0	0.0	0.0	0.06796	0.0	0.00754	0.0	0.00989	0.0	0.0	0.03106	0.0	0.02094	0.00591	0.13647	0.0	0.00507	0.00862	0.00265	0.0	0.00572	0.0	0.0	0.00825	0.0009	0.0	0.00877	0.00499	0.0	0.00632	0.00907	0.20538	0.00158	0.0168	0.0	0.06782	0.00174	0.05125	0.03092	0.04727	0.0	0.59841	0.02727	0.00557	0.0	0.01318	0.01186	0.14993	0.0	0.07318	0.0	0.00502	0.0	0.0023	0.00785	0.0	0.01982	0.0218	0.0	0.05254	0.06258	0.01834	0.01233	0.00881	0.03653	0.08553	0.00177	0.02138	0.0	0.02537	0.0849	0.0	0.0	0.01632	0.00321	0.0	0.0564	0.034	0.01943	0.02166	0.07602	0.0	0.01157	0.06924	0.01735	0.03977	0.0	0.00783	0.01398	0.00389	0.0	0.0	0.02838	0.05856	0.0	0.06487	0.02327
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified	0.11411	0.0	0.0	0.97282	7.78685	0.06902	3.46761	2.78956	0.0	1.3811	0.00683	0.0	0.0	0.0	0.17048	0.0	3.21418	0.12204	0.03561	0.24869	1.8262	0.0	2.68293	0.27862	0.0	1.06521	0.99434	1.02879	0.0	0.0	1.12844	57.24733	0.0	0.44689	0.0	0.24748	0.0	2.65928	0.02596	2.74431	8.57436	0.08237	7.23861	0.0	0.06292	0.41366	0.54402	0.0373	0.0	0.33774	0.05591	0.0	0.0	0.32199	0.0	0.0	0.35606	0.0	0.0	0.21493	0.18742	0.44283	1.15501	3.02979	0.03499	0.0	0.6702	0.22438	0.14768	0.0	0.10538	0.0	0.0	0.08427	0.0	0.0	19.36108	1.58801	1.62365	1.60998	0.0	1.34354	0.06965	0.07243	0.0	0.0	0.50684	0.0	1.41867	0.11847	0.0196	0.0	0.02983	0.0	0.0849	0.27816	0.04749	0.17388	1.98855	0.45453	0.05845	0.0	7.24454	0.00155	0.0	2.15757	0.07145	5.61583	0.98011	0.18016	0.0	0.0	0.57558	7.41309	5.11772	0.06097	4.92779	0.04286	0.35293	0.49914	27.36061	5.67814	0.29113	3.13206	0.02311	1.90503	0.55074	0.00107	0.19823	0.05151	0.0	1.52638	0.01517	4.63677	1.48544	0.75272	0.02131	1.62857	1.29479	2.40552
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales	0.02524	0.33625	0.0	0.01897	14.60595	0.23844	2.55842	0.32361	0.19753	0.00276	0.0251	0.12828	1.01393	0.51766	3.07728	0.13961	0.07142	2.23181	0.0	0.0	3.59396	0.05356	0.34515	0.00157	0.00076	0.67665	0.15378	0.00249	0.0	0.0	0.13146	1.74968	0.0	0.0	0.01658	0.0	0.06318	9.79608	0.0	0.0	10.34422	0.20073	2.27974	1.8293	3.76986	0.39717	0.21384	0.37864	1.84409	0.04529	0.15386	0.00538	0.03137	0.0	0.03047	0.0158	3.3734	0.0	0.0	0.01036	2.9096	0.04593	2.65449	0.03369	0.03787	0.20109	0.31212	0.00363	1.96961	0.0	0.05654	0.0143	0.53469	0.30963	0.11063	0.01593	0.0	0.14393	0.03204	4.82166	0.0	0.41719	0.98718	2.87488	0.00856	0.0	0.02252	0.01557	0.33274	0.05604	0.00182	1.1777	0.00334	0.0	0.29025	0.0	0.14723	0.57669	9.27505	0.46115	0.09602	0.18309	0.03932	0.4562	0.0	0.16252	1.78061	0.30409	0.0	0.71387	0.0	0.0	0.08178	0.02895	1.02891	0.61054	5.54704	0.04155	0.19947	0.0	0.0	9.75493	0.54039	3.49165	4.40691	0.10834	0.12039	0.0	0.05032	0.004	0.11973	0.28845	0.02691	0.0	1.01302	0.0	0.0	0.18231	0.28962	0.23482
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales	0.48894	0.0	0.0	0.0	0.0	0.00917	0.06642	0.01091	0.0	0.00105	0.13108	0.0	0.0	0.0	0.00977	0.0	0.0	1.22887	0.0	0.21793	0.0	0.0	0.0	0.01303	0.0	0.0	0.0	0.00372	0	0.0	0.0	0.0	0.21664	0.0	0.0	0.0	1.9835	15.33724	0.0	0.0	0.0	0.0	0.00663	5.52471	0.02525	0.01407	0.0	0.01129	0.0	0.0	0.11336	0.06016	0.0	0.0	0.0	0.0	0.0	0.05791	0.15488	0.0	0.00197	0.00097	6.18785	0.04409	0.00454	0.61076	0.0	0.0	0.0	0.0	0.01233	0.05951	0.0	0.0	0.88275	0.0696	8.28822	0.53441	0.0	0.06076	0.03419	0.0	0.0	0.0	0.1553	0.0	0.06451	0.13048	0.01421	0.24506	0.02311	0.0	0.0	0.01644	0.01479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0163	0.05089	0.0	0.73431	0.0	0.00898	0.0	0.0	0.63541	0.0	0.0	0.52905	0.0	1.34581	0.0	0.0	0.0	0.0	0.0	0.0	0.20947	0.02052	0.0	0.0	0.04164	0.0	0.0	0.0	0.0	0.0	0.0	0.00508
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales	2.49242	0.0	0.04605	0.0	0.0	0.54023	2.15094	0.00309	0.0	0.0	0.0	0.0	0.01815	0.0	0.00984	0.10742	4.8516	0.00875	5.39066	0.00855	0.0	4.28848	3.61516	20.95424	0.0	0.07181	0.02187	2.2667	0	0.16995	0.03357	0.0	0.16355	0.01362	0.0	1.69546	0.07585	0.13926	0.37221	10.54658	0.02098	2.2531	0.0	0.0	0.40916	0.0	0.0073	2.06493	0.03684	13.81211	0.0	0.92067	0.01588	0.0	0.0	7.22652	0.0	0.0784	0.0	5.46115	0.0	0.01517	0.0	0.0	1.23438	0.0	0.34799	8.3433	0.0	0.02783	0.00706	0.0	0.0024	1.94995	0.03933	0.06031	8.45831	0.88197	20.2377	0.44278	0.31691	0.00427	0.00785	0.0	0.3104	0.0	0.02869	0.10651	9.21991	0.05318	0.12308	0.00695	0.0701	0.40189	0.0	4.17707	0.01124	0.0	0.0	0.0	0.49076	0.0	0.0	0.30388	0.29145	0.0	0.0	0.0	11.08031	0.02796	15.58903	0.0	0.00351	21.83059	0.0	1.87124	0.19273	0.01472	0.32049	7.43736	4.14171	1.15444	0.0	0.0	0.0	8.05232	1.66113	0.01367	1.44027	0.00835	0.02381	0.08761	1.7716	0.10623	0.1463	0.04588	1.14993	0.00481	0.06565	5.59806
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	0.0	0.00612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.16668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02824	0.0	0.0	0.01033	0.0	0.0	0.0	0.0	0.0	0.05497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05037	0.0	0.0	0.0	0.0	0.0	1.15521	0.1662	0.0	1.52033	0.01513	0.0	0.02044	0.0	0.0	0.0	0.0	0.0	0.0	0.08648	0.0	0.0	0.0	0.0	0.01798	0.0	1.50372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07644
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02552	0.0	1.25981	0.0	0.0	0.0	0.24463	0.0	0.0	0.00461	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15843	0.0	0.0	0.22218	0.0	0.0	0.0	0.0	0.01344	0.0	0.01696	0.0	0.01674	0.0	0.0	0.0	0.0	0.0	0.0	0.07258	0.0	0.0	0.0	0.0	0.0	0.03671	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042	0.06643	0.0	0.0	0.0	0.00506	0.91981	0.0	0.0147	0.0	0.0	0.0	0.0	0.614	0.0	0.00332	0.01881	0.04635	0.00938	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.09856	0.0	0.0	0.01613	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0041	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	0.14689	1.0146	0	1.87895	0.30827	0.00356	0.03873	0.55273	3.42812	0.07602	4.78411	0.0	0.27003	0.69252	0.92998	0.08353	0.6244	0.08148	0.1175	2.87402	0.41109	0.68803	0.95357	0.0232	0.0	0.86714	1.18097	1.23879	0.00337	0.95739	1.23164	0.08241	2.25789	0.6696	4.33368	0.03028	0.01966	0.65365	0.18856	2.18492	2.77618	2.92649	1.14886	0.29204	0.7009	0.05661	1.31229	0.64021	0.75436	0.37976	1.80581	5.19336	0.02035	0.10617	0.03773	2.93059	0.56308	0.03424	0.0	0.19721	0.1127	0.06993	0.63984	1.43275	0.01972	0.00855	0.09287	0.50858	0.19198	4.22859	0.02052	0.10895	0.6106	0.3681	0.18557	0.0	0.51335	2.65745	0.639	0.0	0.65026	1.64896	0.11918	0.11279	0.06385	2.29019	0.2401	0.1387	2.28486	2.89118	0.24314	0.2574	0.67458	0.09661	0.0	0.52571	1.08348	0.71226	0.16395	1.38738	0.86959	0.45938	0.00741	0.0	0.83228	8.23505	0.94964	3.35545	0.17088	1.90462	0.30735	0.0	1.64094	0.5447	27.1914	6.12646	0.00482	0.08399	0.0	1.09056	0.0	0.12101	7.748	1.14155	0.88728	0.1454	0.8013	0.94773	0.42252	0.20429	1.24869	2.60773	0.00728	2.78167	0.45708	0.0	3.7071	1.22637	0.89314	0.10159
