dataset_name	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales	41.05792	19.32788	22.65006	9.22941	30.31968	26.05561	21.64029	9.35272	18.33326	22.23877	40.52979	13.9825	40.77422	19.46058	8.98207	12.24301	53.99928	30.61977	21.57361	10.08345	10.0895	8.73577	18.8475	6.93699	8.98093	18.93995	4.84802	7.83962	27.75773	25.47277	11.79436	0.97754	40.34437	6.83994	16.85154	22.52503	30.83328	7.74473	12.12977	6.36482	26.67947	5.77336	7.93867	16.5421	16.67951	44.15547	49.0415	17.9548	47.74564	29.59528	5.80283	19.36346	8.60621	42.58405	13.77822	11.69512	20.94218	16.88193	1.29076	30.33456	46.75447	13.33576	25.94275	32.30799	13.3994	21.4935	6.95835	26.12851	3.08126	5.98823	33.22885	23.84073	11.9041	30.97064	8.05517	17.67063	13.33146	17.57181	22.15045	25.23428	3.05652	9.61944	29.34011	15.8819	16.02834	2.00769	3.77092	22.13687	13.50832	29.6394	46.32248	10.61063	18.41712	16.16348	10.73621	3.11599
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26968	0.0	0.0	0.0	0.06173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales	0.0	0.01406	0.0	0.0	0.0	0.03833	0.0	0.01545	0.01018	0.0	0.0	0.00829	0.0	0.00887	0.0	0.00243	0.00715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.58457	0.0	0.0	0.0	0.0	0.0	0.0	0.02948	0.0	0.0	0.00669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02106	0.0	0.0	0.0	0.0	0.0	0.00572	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02041	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.04176
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	0.10961	2.97271	0.50986	1.29414	0.0	2.38282	3.0792	14.83192	0.28229	0.85229	0.21568	1.04911	0.52634	0.11375	0.98307	0.43672	0.29823	1.0243	0.46923	0.98855	4.96417	0.51884	7.71675	0.0439	0.98905	0.11872	0.67798	1.62018	0.65146	0.0202	2.16998	0.34613	0.76115	0.32432	3.48148	4.71469	0.11068	1.95074	14.3398	6.78433	2.56088	3.28361	21.2265	0.19758	0.67846	0.01589	0.3977	0.49506	0.34464	1.9475	1.71095	0.06566	0.06749	17.04864	0.16858	1.83833	0.63818	2.00554	0.97487	1.73518	9.6459	1.25774	2.14279	3.04426	0.32619	1.33162	0.2156	0.45531	8.89582	1.56402	0.75743	12.76597	3.17964	0.3274	0.21188	5.88754	2.47878	1.34925	1.66725	1.77306	0.67537	2.98186	0.33237	0.0	0.16461	16.54326	0.79105	0.16973	0.43885	3.70053	0.76769	0.28041	0.25333	1.32904	2.1049	2.86011
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	42.84524	67.74157	49.89893	82.50132	45.40429	63.38198	57.17893	60.58993	72.18054	64.79029	54.54384	70.77959	26.662	46.31189	76.56542	76.10767	31.8595	50.2004	66.05553	44.19109	51.4162	62.72975	46.66778	83.42856	55.54169	62.25376	84.43389	70.69043	54.65725	55.47846	74.94713	69.45168	53.89216	79.09017	18.87132	66.92531	58.84768	74.79175	52.95372	64.92038	56.16568	83.48755	63.21465	64.72266	73.92658	24.64775	43.65519	77.35773	28.99541	56.42667	52.08322	68.09797	64.1305	26.718	75.55882	72.26236	70.66336	62.1032	75.87136	63.56656	33.82335	60.74902	54.89682	58.24935	66.5118	58.95932	68.9773	53.18619	68.15455	61.34465	45.57428	44.22488	72.14854	39.43912	61.50839	62.35969	50.96481	53.51386	60.43819	58.20662	77.89242	74.34038	60.68426	53.27809	73.46425	60.02858	81.54387	57.5278	75.07296	55.21211	28.15152	57.40171	70.24456	63.40966	62.54128	48.80066
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales	0.34925	0.82105	1.12185	0.06817	0.63645	0.0	1.0948	0.65547	0.63682	0.42805	0.05778	0.14022	1.21514	0.13378	1.05894	0.35557	0.93017	0.51476	0.19882	1.77486	0.4757	0.96739	4.74392	0.08892	0.27364	0.76318	0.34839	0.21771	0.14447	1.6483	0.0	0.20239	0.63783	2.78963	0.27929	0.63489	0.8825	4.5621	0.38477	0.33415	0.30198	0.14066	0.10572	0.70446	1.93142	0.279	0.42087	0.50714	2.43368	0.16929	1.26718	3.391	0.51956	1.29536	0.02031	3.45956	0.00663	0.73588	7.41604	0.0	0.58707	3.83085	0.12629	0.0	0.0	2.33438	0.02794	0.11645	2.05605	2.65673	0.29325	0.19215	0.2668	0.00049	1.34024	0.02052	0.01667	5.55406	0.6868	0.09202	0.27967	2.8492	0.05653	0.51857	0.2363	0.24355	0.07914	0.0	0.01697	0.17624	0.1837	0.11902	0.01843	0.10107	7.70812	0.234
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified	1.13065	0.35798	3.96178	0.90421	9.79677	0.24305	3.01961	0.78972	0.27865	0.66045	0.08948	1.55099	13.88357	1.59034	3.55605	1.49296	0.06071	3.59119	1.27968	1.0262	0.16014	0.08953	1.48214	0.42097	0.44225	0.98261	0.39783	0.76767	0.45757	2.4331	1.15334	8.71373	0.0915	4.23143	2.49859	0.38021	1.8575	0.58969	2.36889	1.19454	6.66634	1.73797	0.58148	2.60104	0.30311	4.06455	3.19913	0.66063	9.59663	1.60443	0.6102	2.48928	0.8762	0.11781	1.27202	1.08164	0.046	1.27371	2.4444	0.20792	0.08822	1.03531	1.63753	0.24709	2.42873	1.77396	0.0261	0.56585	0.07482	0.26085	1.41604	3.23262	2.10778	3.28076	0.2624	0.31116	0.40536	4.80667	1.53824	4.02446	2.60027	0.08586	1.84514	1.56121	1.46806	0.0	3.25009	0.54024	0.19195	1.66515	4.80468	0.50362	1.87431	0.81536	1.0007	1.73772
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales	0.0	0.0	0.0	0.0	1.22241	0.11081	0.0	0.24034	0.09856	0.0	0.0	0.29006	0.01505	1.16489	0.0	0.0	0.0	0.0	0.83321	0.13762	1.76958	0.0	0.0	0.0	0.11365	0.0	0.03048	0.0	0.00781	1.05803	0.0	0.0	0.0	0.0	0.0	0.0	3.5445	0.58705	0.0	0.0	0.0	0.04834	0.23549	0.79614	0.53658	1.05043	0.0	1.14985	0.0	2.54595	0.7886	0.0058	0.64786	3.33292	0.0	1.28371	0.0	0.3313	0.0	0.0	0.0	1.00498	1.61665	0.0	0.0	0.0	0.0	1.04141	0.0	0.0	2.92094	0.0	0.0	0.08443	0.0	0.0	0.0	0.54241	1.25946	0.0	0.0	0.19364	2.97105	0.00204	0.0	0.0	0.0	0.08145	0.0	0.49465	0.28563	0.1239	0.0	0.00247	1.35397	1.77613
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15377	0.0	1.36344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.70421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales	0.41166	1.06725	1.00499	0.0165	0.0	0.12561	5.10109	0.21753	0.0	0.59805	0.0978	0.4683	1.98871	0.0	0.1711	1.71649	0.31969	0.314	0.0	0.0	0.78604	0.1229	1.66672	0.67585	0.0	2.39423	0.18554	0.50331	1.41725	0.0	0.34756	0.03388	0.11562	1.64337	0.80307	0.11393	0.3485	0.01511	0.24261	1.46261	0.44964	0.01313	1.35176	0.0	0.0	0.00157	0.62543	0.0	0.90421	0.08181	0.0901	0.0406	0.0	0.29055	0.19609	0.0	0.29857	0.17483	0.00169	0.70169	1.89908	0.05553	0.07611	1.79724	0.18108	0.08999	0.0	0.0	0.0252	2.32521	0.00487	0.0	4.05441	0.0	0.0	0.22848	0.96142	0.0	0.58166	0.73551	3.12063	0.1838	0.00232	4.34031	0.22313	0.10517	0.46088	0.19166	0.10076	0.08831	4.90617	0.0	0.0	2.93337	0.0	0.28529
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00958	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	0.70253	0.96058	0.0	0.04088	0	0.92114	0.0	0.0	0.0	0.00597	0.04747	0.06587	2.07722	0.06923	0.04574	0.0	0.02287	0.0069	0.01738	0.0	0.0	0.25947	0.02011	0.0	0.0	0.06472	0.0	0.0	0.15945	0.0	0.0	0.0	0.00907	0.0	0.124	0.20217	0.0	0	0.00421	0.0	0	0.00366	0.0	0.0	0.0	0.00648	0.0	0.07692	0.16573	0.00688	0.0	1.03919	0.00202	0.0	0.0	0.0	0.00287	0.0068	0.0	0.07854	0.03009	0.03814	0.01838	0.0	0.0	0.00242	0.0	0.38792	0.00147	0.0	0.0	0.0	0.1989	0.01428	0.0	0.0	0.0	0.05784	0.40774	0.22081	0.0	0.0	0.13682	0.03053	0.0	0.00103	0.0	0.0	0.0	0.04321	0.0	0.0	0.01978	0.02335	0.15857	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales	0.06924	0.26278	0.67255	0.35427	0	0.10197	0.02186	0.05207	0.57694	0.10998	0.07371	0.01573	0.15395	0.15159	0.0	0.0	0.3224	0.23739	0.0192	0.0	0.0	0.0	0.11211	0.06131	0	0.0	0.0	0.03935	0.0	0.7168	0.03038	0.0	0.15497	0.0	0.01304	0.03517	0.31497	0	0.1232	0.27169	0	0.02397	0.46019	0.04153	1.12651	1.12952	0.0	0.06808	0.04101	0.32859	0.52867	0.29713	0.03749	0.08783	0.35488	0.25899	0.57236	0.01012	0.08992	0.19974	0.1398	0.81412	0.01088	0.0	0.04491	0.17527	0.28863	0.27402	0.01875	0.06272	0.07241	0.0	0.0	1.00047	0.27966	0.17511	0.374	0.0	0.07836	1.09809	0.0201	0.0	0.17531	0.0415	0.05471	0.0	0.03287	0.58752	0.18228	0.18637	0.11363	0.18569	0.0	0.04676	0.36216	0.01924
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	0.85556	0	0.03223	0	0	0.04176	0.81185	7.58673	0.14314	0.18917	0.05778	0.0	0	29.18789	0	0.29531	2.4417	8.92639	0.01009	24.42043	1.4467	20.95364	3.8879	1.49124	0	0.03699	0.03861	0.05752	0.3827	0.63939	0.06485	0.02452	0	0.0	39.5821	0.97591	0.91197	0	5.71539	7.44973	0	0	0.12016	0	0	0	0.01446	0	0.21123	0.10389	0	0.04534	0.05279	0.05197	0.14481	0.41778	0.60944	0.00842	0	0	0.39238	0.02191	0.00268	0.0	0.12365	3.4441	0.16162	0	0.10342	1.25387	0.0973	4.90766	0.15346	0	0.18337	0.2361	20.53624	0.3291	0	0.20103	0	0.97113	0	0	0	0.53836	0.03197	13.13795	0	0	2.08719	0	0.00437	0.16854	0	34.6375
